	Iozone: Performance Test of File I/O
	        Version $Revision: 3.247 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, 
	             Jean-Marc Zucconi, Jeff Blomberg,
	             Erik Habbinga, Kris Strecker, Walter Wong.

	Run began: Wed May 17 09:59:14 2006

	Auto Mode
	Using maximum file size of 131072 kilobytes.
	Using Maximum Record Size 16384 KB

	Machine = Linux dino2.ccrl-nece.de 2.6.9-11.ELsmp #1 SMP Wed Jun 8 16:59:12 CDT 2005 x86_64 x86_64 x86_64 GNU
	Command line used: ./iozone -a -g 128m -q 16m -M -f /tmp/iozone.dat
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd  record  stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read rewrite    read   fwrite frewrite   fread  freread
            8192       4  299481  713408  1452793  1511992 1286650  707240 1275615 1235437 1256260   298835   679666 1410972  1462315
            8192       8  316881  775023  1673569  1764407 1611937  818560 1549214 1401076 1498409   309249   740291 1631221  1707756
            8192      16  326660  823879  1868209  1940262 1872893  920141 1774706 1555386 1800088   313604   773488 1823687  1900343
            8192      32  335377  842794  1912294  1987398 1981552  953753 1866889 1629906 1863042   327183   783024 1888436  1973018
            8192      64  335777  834545  1840095  1903818 1926231  955902 1827275 1439705 1872893   318497   769710 1831854  1907305
            8192     128  332711  835905  1864862  1928934 1948073  946267 1861831 1481929 1906458   328956   776775 1852895  1924397
            8192     256  339621  839069  1873710  1928934 1935344  949011 1871567 1449361 1848808   318458   718916 1863952  1920739
            8192     512  316109  736151  1394594  1412422 1391544  814157 1390586  879444 1600300   287772   600098 1358317  1384256
            8192    1024  307646  683465  1106422  1117433 1107456  754813 1110786  656775 1108528   299711   594491 1093708  1104040
            8192    2048  305330  685634  1106885  1113522 1111505  744865 1110319  566564 1108492   333373   661976 1093291  1107028
            8192    4096  308793  686099  1089650  1094893 1097516  751840 1095487  444804 1103331   431634   881611 1096955  1114099
            8192    8192  303170  687472  1096780  1104786 1107920  734577 1106565  307313 1113017   307737   695656 1095207  1117142
           16384       4  300899  701915  1419389  1470350 1238036  681471 1257980 1210045 1215697   293615   672383 1380968  1424214
           16384       8  313653  780417  1719198  1774467 1564978  808561 1553129 1660139 1522268   306557   750558 1668442  1715936
           16384      16  326334  825887  1879748  1947234 1817407  879487 1792145 1821019 1778325   317058   770978 1880211  1928004
           16384      32  330889  858566  1974935  2022243 1956771  932436 1915162 1676133 1895197   317538   777635 1942610  1966627
           16384      64  330149  836942  1867336  1909786 1897604  903849 1845670 1534060 1879748   312946   772174 1884077  1917406
           16384     128  331706  856276  1908036  1919441 1956047  925554 1924386 1513951 1933482   321071   780745 1915802  1945415
           16384     256  330856  843703  1908672  1942610 1930712  906699 1902490 1524666 1918959   309167   703928 1918048  1948117
           16384     512  314020  741120  1397254  1400214 1401528  795264 1386820  950900 1393655   283122   582497 1394390  1406721
           16384    1024  308509  705446  1110567  1114331 1109581  737390 1111753  702151 1119340   284208   561017 1103824  1117447
           16384    2048  305889  693444  1106062  1110621 1106365  739724 1109796  649695 1104179   296441   592185 1105173  1118812
           16384    4096  304568  692682  1102708  1117139 1116594  731137 1110782  557639 1108221   332548   664747 1106436  1119888
           16384    8192  307854  699956  1107988  1111609 1106347  738182 1076419  432100 1109939   428891   881473 1110477  1119650
           16384   16384  301558  708836  1112977  1117975 1118066  708223 1123733  258908 1122889   301431   697788 1107613  1115996
           32768       4  303956  699214  1446074  1501674 1229561  671791 1271313 1221964 1206305   295353   649216 1408102  1450867
           32768       8  317864  772628  1710592  1761545 1546241  786161 1587681 1638483 1539849   309479   727610 1679796  1717304
           32768      16  324542  824870  1916599  1962858 1810293  856478 1820436 1844327 1786503   315258   764944 1903143  1940192
           32768      32  329747  826805  1941096  1971841 1893103  882184 1905122 1728643 1874692   319740   777872 1944226  1971587
           32768      64  326654  823837  1878561  1905227 1877714  897462 1877176 1606349 1871068   316761   759470 1893207  1915584
           32768     128  331170  829045  1920750  1940219 1929460  900395 1898490 1535582 1903011   316874   772685 1904884  1927295
           32768     256  327811  844749  1931711  1952207 1933341  909566 1905359 1512831 1906760   306274   701520 1910657  1927295
           32768     512  312976  734430  1373458  1379177 1377325  787955 1356915 1001100 1367377   279587   572536 1374777  1381159
           32768    1024  304015  682781  1110359  1114483 1112174  731837 1103229  728679 1110897   274390   545016 1108639  1113841
           32768    2048  303976  683450  1105723  1109839 1110251  737484 1098897  708372 1093181   276050   561624 1103787  1110781
           32768    4096  297398  679906  1099856  1106096 1103034  739619 1101778  644023 1096320   295593   588810 1105305  1112444
           32768    8192  303151  680893  1100226  1107888 1106836  723260 1103778  557232 1089041   329807   666626 1094565  1099742
           32768   16384  302137  679395  1100296  1108380 1101778  728744 1105234  431215 1101151   431782   889683 1108183  1114627
           65536       4  299169  688867  1416540  1467707 1174798  639925 1247546 1218231 1181169   293281   648581 1354920  1405056
           65536       8  313305  759583  1685852  1740804 1509142  759258 1542491 1577049 1487895   306313   720009 1634720  1686079
           65536      16  323162  814465  1882289  1925443 1761057  834534 1788884 1601565 1752022   314073   760684 1852766  1889795
           65536      32  329121  836291  1974927  2009021 1906057  872299 1936594 1698614 1895529   315655   767329 1948551  1982762
           65536      64  326822  818116  1882457  1903734 1863404  874711 1875303 1530962 1859446   317470   754423 1882947  1903562
           65536     128  329949  827004  1918603  1936417 1920869  893700 1922655 1589102 1912396   316331   759600 1901416  1930704
           65536     256  330602  832668  1921137  1934822 1912289  886795 1912569 1618968 1903734   303511   694097 1913288  1933271
           65536     512  311531  729921  1359443  1371996 1364626  774684 1362037  973974 1360991   275866   569056 1362948  1371189
           65536    1024  305369  697525  1105330  1109838 1106184  735524 1107383  751603 1104083   272386   547023 1109220  1115979
           65536    2048  303719  684699  1098673  1107812 1104935  724916 1105566  724211 1105735   275338   550819 1103113  1109762
           65536    4096  304488  690636  1099046  1105308 1103617  729076 1103706  691985 1083921   281418   562478 1099692  1107249
           65536    8192  303626  689207  1095882  1103188 1096652  735881 1101071  641289 1080219   294455   587818 1095629  1102131
           65536   16384  302481  676752  1087351  1098199 1098269  719828 1097260  564907 1089256   326416   661738 1098084  1105344
          131072       4  294393  679549  1404739  1454238 1182693  644443 1239171 1216818 1172882   291266   656512 1350715  1403491
          131072       8  306982  774524  1684730  1739602 1497744  754441 1561070 1617034 1489522   306539   739054 1641562  1685815
          131072      16  323163  814294  1884921  1927190 1750570  830588 1769047 1966688 1751993   314577   770626 1866617  1900586
          131072      32  327263  840997  1955244  1998902 1883868  867486 1930337 1760233 1880543   314160   766847 1939592  1977938
          131072      64  328614  824606  1875238  1895880 1854233  873632 1869868 1520048 1854859   317138   760781 1869041  1887581
          131072     128  331016  832593  1920753  1936647 1917457  884951 1922184 1592591 1911929   316210   761771 1917350  1943624
          131072     256  330009  829050  1910693  1929260 1903344  885256 1906499 1595017 1895201   302720   714919 1913766  1931273
          131072     512  306953  733646  1333006  1314850 1308980  779290 1354916  993090 1348671   274671   570607 1357147  1365005
          131072    1024  303862  687894  1101214  1108788 1103234  745930 1105568  760495 1104424   269412   537378 1100586  1107064
          131072    2048  302639  690634  1103167  1111080 1108589  734078 1109181  749848 1108113   271422   542824 1104517  1111287
          131072    4096  304107  693785  1101252  1107260 1106195  736454 1107617  727959 1105588   274022   549616 1094730  1104946
          131072    8192  302601  684520  1099514  1106122 1105319  731526 1105001  699662 1088455   281487   561757 1098077  1104599
          131072   16384  302244  689268  1096846  1105001 1103272  732872 1104202  650145 1089670   294908   594352 1096625  1102409

iozone test complete.
