	Iozone: Performance Test of File I/O
	        Version $Revision: 3.247 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, 
	             Jean-Marc Zucconi, Jeff Blomberg,
	             Erik Habbinga, Kris Strecker, Walter Wong.

	Run began: Wed May 17 13:28:18 2006

	Auto Mode
	Using maximum file size of 131072 kilobytes.
	Using Maximum Record Size 16384 KB

	Machine = Linux dino3.ccrl-nece.de 2.6.9-11.ELsmp #1 SMP Wed Jun 8 16:59:12 CDT 2005 x86_64 x86_64 x86_64 GNU
	Command line used: ./iozone -a -g 128m -q 16m -M -f /tmp/iozone.dat
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd  record  stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read rewrite    read   fwrite frewrite   fread  freread
            1024       4  308063  764663  1389594  1771993 1700434  788964 1370527 1220575 1416169   314101   727244 1410588  1667426
            1024       8  327265  851870  1687075  2102484 2255990  957030 1706515 1379773 1554004   324471   817340 1678504  2035716
            1024      16  333103  887425  1819280  2259550 2653170 1034481 1882266 1667426 2197132   335628   842843 1828574  2169388
            1024      32  335628  896689  1851434  2197132 2960401 1066859 2110750 1525848 1854631   341119   846998 1835608  2146618
            1024      64  333983  893703  1796451  2098375 2491561 1030263 1961346 1242826 2753527   347945   844334 1735476  2047361
            1024     128  331713  884319  1736178  2129589 2561398 1149368 1896395 1080275 2360124   368198   892033 1679160  2090206
            1024     256  330209  856286  1648862  2011877 2276316 1018052 1692394  835790 2155236   367694   883591 1554004  1942715
            1024     512  321315  774034  1349004  1546729 1600327  970656 1391395  484605 1363565   454310  1056883 1381993  1530742
            1024    1024  302509  712171  1179674  1201790 1190465  779371 1188159  312002 1219189   308905   712171 1183575  1189476
            2048       4  305259  703815  1384623  1459680 1399740  815618 1168252 1193410 1185177   307455   674365 1357061  1410311
            2048       8  320104  780774  1490582  1712231 1787035  942518 1453505 1610168 1561009   319010   754574 1592555  1651654
            2048      16  341904  818493  1737163  1832009 2100328 1057248 1591080 1770096 1645012   338228   767588 1747411  1825003
            2048      32  339579  835612  1828888  1905146 2270783 1109981 1682715 1569280 1696674   336124   792297 1825390  1901351
            2048      64  333061  833181  1779262  1858566 2062505 1071090 1713940 1429082 1880538   334371   800269 1777789  1846580
            2048     128  339244  836263  1777789  1848567 2104960 1072829 1698352 1267362 2698856   345882   800343 1720807  1848169
            2048     256  337061  831165  1723915  1870302 2046291 1037456 1727034 1096941 2488533   333449   765604 1715309  1856959
            2048     512  316436  734822  1349174  1450315 1447382  813609 1387530  666671 1477760   342873   726494 1386635  1439379
            2048    1024  307499  689356  1137768  1151959 1139126  768206 1135212  440446 1131623   428365   897514 1123483  1130283
            2048    2048  300959  691186  1128353  1135212 1132668  743923 1132070  310545 1132220   307323   687480 1103423  1148109
            4096       4  307135  702687  1411447  1486301 1314067  770197 1232609 1232697 1206467   299135   667003 1362097  1421256
            4096       8  326347  775901  1611347  1698151 1613920  886757 1461394 1525498 1470777   317494   743401 1523874  1660403
            4096      16  341047  819892  1762615  1865996 1894391  978029 1689135 1806732 1675953   322391   765461 1772435  1845748
            4096      32  330275  826797  1820517  1903416 2024780 1015850 1765513 1686151 1770790   327992   780342 1807683  1887730
            4096      64  333144  824971  1781810  1849922 1970212 1004388 1741531 1472416 1748265   330059   769783 1769331  1851716
            4096     128  332577  826479  1786256  1866199 1931015  980373 1794091 1451516 1772435   333980   775901 1777018  1849125
            4096     256  332660  818213  1743829  1850918 1936675  927498 1723189 1335519 2915397   318034   720486 1774632  1860137
            4096     512  315534  730132  1378601  1414352 1417386  820323 1377275  779315 1683672   308736   638400 1393700  1412956
            4096    1024  323947  687832  1109752  1114576 1106678  749368 1105539  567707 1105468   337841   662144 1108535  1118204
            4096    2048  310067  681773  1103480  1111547 1112483  758231 1100793  444397 1118495   431613   881434 1118786  1123101
            4096    4096  306724  698402  1107035  1108249 1112411  736296 1111547  309108 1114287   310634   680530 1104047  1111835
            8192       4  303700  702943  1440188  1481163 1257041  697605 1246326 1166128 1213447   300844   667259 1398909  1426970
            8192       8  319536  772097  1654630  1733081 1586043  850661 1515126 1621216 1515594   312970   732541 1628592  1691197
            8192      16  327117  818131  1831463  1903290 1833907  928797 1742220 1893223 1731945   319798   772167 1809568  1875449
            8192      32  340894  835072  1867802  1950949 1949067  915117 1841673 1692864 1817609   322351   778041 1860118  1928826
            8192      64  332911  831858  1811572  1882332 1908258  922314 1806809 1555668 1796887   325130   771577 1810713  1872893
            8192     128  332982  830912  1821270  1885017 1900763  918370 1814058 1509733 1875039   326909   769211 1831854  1883674
            8192     256  331872  825403  1831854  1880169 1891555  949457 1822526 1456118 1811572   309305   700535 1830195  1875449
            8192     512  317174  747587  1412422  1421715 1445520  828648 1409699  894533 1747803   294201   600497 1402506  1440490
            8192    1024  308924  688698  1100046  1103296 1095312  752598 1102234  629048 1105390   275694   593588 1100187  1107314
            8192    2048  281066  689279  1097972  1104928 1103154  746970 1102269  532710 1097551   304875   665154 1103898  1107920
            8192    4096  279859  681081  1088201  1102552 1101668  739351 1098569  404461 1100786   405588   873053 1095172  1101245
            8192    8192  313450  690026  1101951  1117905 1116235  705295 1108671  284129 1114569   280097   689265 1104324  1111397
           16384       4  279967  719795  1487151  1530336 1270869  698256 1286235 1214708 1247929   275065   678571 1449906  1477749
           16384       8  287448  785987  1707918  1753996 1569661  807127 1565299 1577046 1541458   282194   746530 1670145  1708640
           16384      16  293320  823650  1887959  1933211 1824501  871258 1785115 1888219 1769168   289592   776343 1847158  1893265
           16384      32  300387  841327  1902226  1951658 1908884  896924 1854035 1706137 1834730   290862   778639 1891024  1944919
           16384      64  300801  825897  1824307  1868402 1855938  901005 1820248 1537940 1839642   293805   763220 1830820  1871404
           16384     128  299551  839129  1841515  1883612 1881910  940901 1845025 1547568 1841515   291168   768332 1837772  1880622
           16384     256  301915  829026  1876309  1910476 1905338  933031 1868402 1480455 1856540   310109   700384 1838215  1881292
           16384     512  286829  739684  1397339  1416931 1403102  790280 1385199  957511 1387436   286971   587387 1387072  1412301
           16384    1024  279319  686845  1081876  1092123 1088921  741623 1090736  697222 1092852   261416   558586 1095396  1101753
           16384    2048  278638  684724  1083752  1093792 1088991  754257 1092644  640927 1081246   276611   590222 1086185  1096287
           16384    4096  276657  684949  1096952  1104924 1103381  720044 1096147  541243 1098425   304903   663694 1098495  1104853
           16384    8192  278838  696268  1093949  1098127 1095117  728726 1097530  414710 1099972   397158   873673 1096584  1099532
           16384   16384  278241  709415  1107917  1112671 1112203  711545 1118211  284592 1118066   279018   696240 1104267  1112293
           32768       4  276930  709678  1448299  1502840 1216286  675811 1272832 1251928 1206125   272374   674253 1395676  1437573
           32768       8  289365  768211  1678442  1735585 1521624  776049 1548297 1561880 1489049   285045   735168 1664437  1706408
           32768      16  298173  814352  1879537  1926377 1794832  857124 1789620 1847228 1764961   292406   761798 1823068  1878253
           32768      32  306400  857483  1952429  1984626 1908534  898388 1894643 1630649 1862245   294944   788524 1932526  1961345
           32768      64  303593  836452  1851283  1883117 1859499  906040 1857815 1554602 1852356   295311   774108 1825417  1856234
           32768     128  302251  832858  1889641  1910206 1897520  899653 1895636 1501051 1891696   292198   771336 1883323  1905676
           32768     256  297793  829780  1870635  1894095 1873542  893663 1877176 1581688 1871705   277410   695710 1852956  1870635
           32768     512  285953  729456  1384959  1395690 1381979  787594 1372484  993416 1381743   257431   570501 1386832  1397180
           32768    1024  280271  704508  1089904  1095263 1092408  744503 1099117  727291 1096242   277234   550020 1088308  1093938
           32768    2048  283558  701459  1101107  1107255 1104976  756852 1098046  711961 1103671   287229   570781 1101187  1108451
           32768    4096  286892  688620  1085531  1090960 1085608  741607 1094670  641303 1081380   280035   596182 1085145  1091653
           32768    8192  279456  686886  1095447  1103264 1103406  725482 1095150  539603 1092660   306017   665326 1093834  1101813
           32768   16384  305048  686340  1082590  1091176 1091176  730806 1095595  416185 1097380   397313   872186 1093799  1101628
           65536       4  278254  713214  1431948  1494683 1200294  674537 1266737 1284591 1203773   275208   676801 1385132  1434017
           65536       8  287060  780794  1681747  1732749 1507892  779225 1537900 1592186 1499641   283952   740067 1651574  1703203
           65536      16  296743  820595  1883269  1934019 1772779  852311 1794970 1658680 1763905   289663   780320 1898317  1937782
           65536      32  300561  851281  1969338  2010314 1900969  889311 1918603 1637251 1889080   292855   783333 1970114  2002376
           65536      64  299746  826962  1855392  1887563 1849462  884631 1852816 1594236 1840743   291348   765589 1862028  1894810
           65536     128  300004  837948  1883153  1912116 1892293  897962 1888276 1573493 1885388   289701   769119 1881542  1911624
           65536     256  299642  838764  1883489  1909341 1885827  895508 1884522 1515139 1873310   279319   699282 1906176  1925605
           65536     512  285461  728759  1380839  1392218 1386830  784411 1384225  981872 1377448   256046   566729 1391189  1401210
           65536    1024  279026  688287  1096582  1102595 1097607  737104 1099064  750063 1098620   276477   536779 1089852  1097813
           65536    2048  309731  684084  1094495  1102590 1103113  732262 1101777  732549 1101724   254482   545260 1094765  1102502
           65536    4096  278850  686837  1094125  1103874 1102630  735353 1102073  698395 1078283   265523   566654 1102520  1108714
           65536    8192  278133  686975  1095681  1101985 1099578  744017 1100943  632147 1086796   274946   595169 1090357  1097002
           65536   16384  278821  689314  1088022  1094691 1094107  724916 1092559  543971 1088639   306849   665319 1094290  1101093
          131072       4  273039  711493  1434802  1507874 1207180  669062 1275166 1051367 1207870   274988   681314 1361817  1408814
          131072       8  288577  776506  1661240  1710850 1478665  764620 1530463 1513495 1473778   283708   741151 1629172  1673651
          131072      16  296113  830348  1869887  1916060 1748415  846593 1785357 1803762 1750219   289681   772347 1875456  1915640
          131072      32  299474  834577  1963506  2002105 1884708  882307 1919626 1612183 1879951   290785   780190 1962896  1993582
          131072      64  298494  825837  1861214  1885606 1842062  882431 1851616 1594993 1841211   291434   767171 1877505  1899070
          131072     128  301133  840669  1902935  1928326 1908001  894463 1911869 1601918 1905144   291604   765822 1893888  1914692
          131072     256  300704  830842  1895469  1919117 1890554  893188 1894162 1565636 1884837   305379   696909 1890495  1907948
          131072     512  283184  736926  1371763  1384354 1374957  780934 1374627 1022123 1369241   254708   567615 1365246  1378325
          131072    1024  278959  692458  1089514  1098538 1092713  733676 1094996  771992 1093634   251598   536914 1095827  1104043
          131072    2048  279977  687836  1095196  1103318 1101483  737769 1101304  754462 1100418   253727   538880 1091801  1100262
          131072    4096  280512  694914  1091975  1099595 1097076  741914 1098343  735309 1096306   256212   546860 1090658  1096031
          131072    8192  278081  691691  1091175  1099531 1098435  735124 1098360  692092 1078710   261367   566019 1089136  1096975
          131072   16384  280517  693876  1093149  1099118 1092357  740323 1098518  642194 1086562   275705   595606 1092878  1101574

iozone test complete.
