	Iozone: Performance Test of File I/O
	        Version $Revision: 3.247 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, 
	             Jean-Marc Zucconi, Jeff Blomberg,
	             Erik Habbinga, Kris Strecker, Walter Wong.

	Run began: Wed May 17 13:27:19 2006

	Auto Mode
	Using maximum file size of 131072 kilobytes.
	Using Maximum Record Size 16384 KB

	Machine = Linux dino0.ccrl-nece.de 2.6.9-11.ELsmp #1 SMP Wed Jun 8 16:59:12 CDT 2005 x86_64 x86_64 x86_64 GNU
	Command line used: ./iozone -a -g 128m -q 16m -M -f /tmp/iozone.dat
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd  record  stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read rewrite    read   fwrite frewrite   fread  freread
             256      64  324412 1142514  1704877  3087188 2943325  937106 2943325  778183 2081678   441540  1319408 1632308  3052087
             256     128  335984 1147398  1489641  3078337 2975955 1084800 2935279  556398 1662639   533455  1740810 1471270  2943325
             256     256  343618 1128110  1272498  3087188 3009318  825443 2911402  348752 1137672   348300  1123389 1158540  3123106
             512       4  313372  917412  1354190  2449212 1829505  787545 1815584 1115688 1746197   324697   730484 1455126  2235086
             512       8  326127 1040545  1667552  3122224 2509312  892254 2337255 1387437 2297251   338837   787545 1689859  2894940
             512      16  334874 1129775  1764853  3437042 3099691  992456 2875558 1463057 2926501   349252   864942 1848401  3239989
             512      32  337293 1140576  1815584  3556580 3346002  988345 3104171 1336492 3239989   348741  1062161 1759070  3346002
             512      64  337293 1108203  1770674  3029721 2845081 1080328 2708713 1040545 2906696   373423   914287 1778004  2942541
             512     128  329277 1084694  1683237  2845081 2830083  970041 2597325  808904 2081286   429513  1198502 1610042  2910635
             512     256  337240 1020276  1524329  2625909 2782414 1096322 2275345  561462 1640796   467983  1293037 1395552  2521095
             512     512  336659  882718  1264113  1992458 1954379  884172 1640796  333573 1289930   353797   887461 1201856  2014892
            1024       4  316159  742071  1389594  1743932 1709231  796277 1400926 1163693 1251882   303578   708646 1369216  1605111
            1024       8  321315  835303  1646334  1992279 2265510  944612 1738286 1450607 1903117   322522   785932 1622698  1889720
            1024      16  342479  894448  1799462  2230218 2586074 1027060 1851434 1684429 1727102   340416   846998 1790460  2137006
            1024      32  336285  903860  1834824  2260740 2968586 1009913 2086145 1486247 1838751   346513   856115 1805514  2240689
            1024      64  331816  865605  1744641  2081090 2381058 1001903 1983996 1203137 2653170   348283   841357 1695065  2035716
            1024     128  346541  862650  1721563  2056183 2510493 1172909 1855433 1070048 2432298   368736   874417 1648862  2044438
            1024     256  345927  846998  1654579  1935711 2231377 1000969 1698417  829015 2173780   370741   891107 1584972  1942715
            1024     512  327265  775712  1352828  1554004 1738286 1011817 1448162  496080 1440391   446564  1057924 1408737  1523683
            1024    1024  312002  722717  1180972  1221964 1201790  771670 1221964  313345 1231070   309462   725157 1195102  1204825
            2048       4  307499  696567  1406616  1472188 1404546  800642 1173038 1139731 1222800   304804   684958 1377297  1410543
            2048       8  324297  765331  1626633  1696674 1765367  938605 1418228 1533970 1417526   316297   731942 1615011  1670281
            2048      16  328100  803788  1756343  1837102 2120026 1063267 1591375 1631886 1636862   334853   759109 1739978  1820362
            2048      32  336677  830201  1820362  1885905 2243502 1108263 1660915 1626633 1692662   340589   780207 1779262  1871932
            2048      64  337829  818571  1750259  1823840 2047755 1069356 1701042 1412398 1871932   330638   791057 1574169  1821906
            2048     128  339700  827163  1727034  1851755 2089598 1056208 1706449 1276781 2649737   344316   807946 1705094  1846977
            2048     256  338735  813378  1693997  1822292 2019827 1017426 1709505 1092199 2434922   334306   766424 1680082  1841829
            2048     512  318608  736460  1352786  1436250 1455722  822175 1394966  647036 1631886   343448   717873 1402711  1452522
            2048    1024  314444  682455  1137015  1143372 1135212  763562 1142156  437886 1135963   431789   890812 1134013  1153196
            2048    2048  298585  681102  1106978  1142308 1140942  701860 1117781  310343 1135212   306960   679271 1117927  1139126
            4096       4  315245  706066  1439235  1497181 1331999  769059 1240083 1254847 1214656   297503   665685 1393134  1445775
            4096       8  325309  779598  1609384  1678081 1605624  849109 1487330 1578479 1511539   317787   725875 1576018  1658319
            4096      16  325359  801381  1761892  1848528 1860943  955934 1650195 1747554 1669763   330478   756828 1739239  1824577
            4096      32  331851  818876  1761711  1906796 2036783  963980 1778674 1736426 1740120   321679   771372 1802940  1895436
            4096      64  336927  820519  1765513  1839227 1936675  998028 1729783 1458169 1732748   323740   769197 1757206  1834318
            4096     128  329578  818876  1767147  1842581 1900679  938544 1741531 1421726 1846740   335048   769748 1773166  1855717
            4096     256  332441  815262  1739239  1829435 1914019  959458 1752546 1247647 2663212   320527   720879 1754873  1797281
            4096     512  315633  731406  1377717  1419377 1400859  820205 1402689  801905 1650354   303972   624023 1389416  1417269
            4096    1024  308669  677685  1099314  1109108 1103125  747152 1101357  555608 1101357   330911   660972 1102559  1109752
            4096    2048  316319  680180  1100793  1111547 1106108  753476 1105539  437973 1106750   427553   878999 1096717  1113637
            4096    4096  306221  688411  1102559  1111260 1105824  731437 1106393  303093 1112483   309342   688411 1114576  1122514
            8192       4  302756  703547  1452240  1505632 1287469  738017 1264396 1185194 1245197   306207   669991 1399878  1445581
            8192       8  323806  770642  1667721  1699563 1596879  820280 1517870 1570529 1531810   318644   740275 1667074  1718089
            8192      16  333143  813752  1785124  1859715 1805574  890822 1715259 1803205 1747092   317754   762045 1766221  1837634
            8192      32  334028  840280  1880272  1943555 1946748  953674 1832636 1683574 1869937   321733   770936 1833124  1912188
            8192      64  334724  820025  1816840  1876268 1901079  950797 1797357 1490544 1846225   321898   761556 1791360  1853395
            8192     128  334695  827630  1812432  1869022 1890202  953224 1815976 1502800 1845431   323282   761421 1824849  1882332
            8192     256  330122  820828  1801598  1857202 1868615  946945 1807569 1428928 1780868   313676   696135 1804816  1880581
            8192     512  316304  733135  1392220  1416790 1416323  822243 1402506  903209 1556866   296243   600109 1391544  1392220
            8192    1024  309787  679545  1089650  1097972 1093151  760763 1097832  646920 1091277   296737   589777 1090826  1099026
            8192    2048  305409  684323  1089927  1103012 1101810  738747 1096360  556633 1090203   329590   660220 1091970  1101386
            8192    4096  302489  674291  1081896  1102269 1098393  731761 1092144  435563 1096500   421701   868266 1100187  1108850
            8192    8192  302220  687307  1085896  1105105 1105105  704572 1097972  305762 1102835   304095   686620 1093291  1101668
           16384       4  296875  712378  1460506  1486218 1253757  701521 1271245 1265556 1219602   290336   679047 1419653  1432288
           16384       8  314231  775572  1674051  1738377 1559049  841677 1533649 1592689 1517026   303965   742569 1642835  1693941
           16384      16  328186  820758  1852336  1902016 1796314  908557 1758889 1702249 1774330   318897   771775 1830429  1863538
           16384      32  332440  839211  1909786  1959114 1919388  944275 1870283 1798665 1873751   317512   778480 1896295  1947234
           16384      64  330050  830157  1850889  1878463 1876770  943445 1836986 1553586 1849644   315623   766002 1833898  1879080
           16384     128  330342  841368  1859453  1906448 1904018  950019 1868808 1559367 1881498   317390   762509 1855287  1901121
           16384     256  331888  831463  1878669  1908407 1900490  906292 1859101 1496119 1866271   302432   702151 1871608  1910476
           16384     512  314629  753455  1413027  1415588 1427675  805585 1412417  923564 1415851   283892   582295 1410822  1420504
           16384    1024  306660  690170  1097758  1103221 1097986  760458 1082165  698973 1099972   284375   560427 1092349  1100783
           16384    2048  299616  687079  1085619  1100131 1097898  753009 1091031  651815 1091395   294501   595846 1086906  1098056
           16384    4096  305637  690871  1098723  1107025 1106276  722808 1098337  557449 1098355   332919   667919 1099884  1108829
           16384    8192  304711  689734  1095553  1106276 1101753  740720 1100201  443277 1100113   428284   879442 1100113  1108078
           16384   16384  287600  698171  1102407  1109796 1108596  704289 1113572  290290 1115851   289823   694916 1107542  1116159
           32768       4  298120  709081  1426739  1483247 1211526  674058 1228276 1207195 1190743   291940   672037 1383718  1425629
           32768       8  315979  772082  1666496  1727731 1519219  782166 1531066 1605092 1481585   303793   728887 1641438  1697284
           32768      16  323586  811592  1856435  1901800 1770280  853335 1764281 1618493 1731191   312267   766895 1845566  1883091
           32768      32  329479  840225  1926728  1972435 1890265  895835 1904990 1772084 1872648   318562   774125 1934484  1973965
           32768      64  330363  827517  1845045  1874155 1846285  898835 1848047 1549309 1841954   317088   757958 1826533  1866367
           32768     128  323162  830708  1888213  1914223 1905122  903497 1895087 1614197 1890837   311024   763024 1887980  1913237
           32768     256  323046  829525  1874053  1902353 1886037  902275 1882266 1568207 1880746   301181   696080 1876407  1900354
           32768     512  306197  731265  1404605  1416621 1392607  782126 1401711 1041347 1400226   273696   571002 1405927  1418288
           32768    1024  297780  690187  1099196  1106577 1103636  735964 1097020  727595 1103113   270852   543291 1091826  1102521
           32768    2048  300403  679906  1090484  1104976 1104638  735680 1103299  701986 1104150   277568   558618 1093503  1108371
           32768    4096  299119  686142  1089395  1097941 1093285  740169 1094417  651920 1082957   292261   590615 1090155  1099601
           32768    8192  299112  688689  1076198  1087808 1086080  722591 1079173  558733 1087627   324734   661470 1080590  1091722
           32768   16384  300916  686183  1071483  1081670 1084889  731413 1085891  440323 1090951   426727   868993 1079562  1092043
           65536       4  291416  706876  1413393  1467809 1202520  667318 1256947 1275217 1198540   284624   676396 1372798  1415890
           65536       8  308984  785916  1668638  1725354 1503742  778503 1546675 1685376 1485844   302862   742895 1656621  1704047
           65536      16  318967  818954  1853440  1900969 1755580  854893 1772973 1911452 1737195   308584   769843 1847176  1891043
           65536      32  320668  836408  1912396  1958520 1858654  884546 1881761 1836046 1842668   310896   770830 1889899  1934699
           65536      64  319764  825088  1810839  1848430 1814186  887791 1818122 1555603 1806045   309067   768741 1823174  1859647
           65536     128  321726  834417  1832301  1869157 1850882  908744 1850521 1581732 1845303   309174   763590 1828827  1868077
           65536     256  322470  833736  1835593  1872888 1840694  894433 1841471 1581887 1831276   298462   700194 1886526  1911000
           65536     512  305587  735408  1369924  1386823 1380492  792464 1375711 1004322 1376338   272646   569759 1392514  1404869
           65536    1024  297246  691832  1093633  1101985 1098194  742087 1098897  747284 1056536   266300   536995 1095550  1103746
           65536    2048  297748  700080  1074800  1088475 1085192  741005 1085698  741802 1084584   269314   542853 1095681  1103892
           65536    4096  298086  684513  1088639  1097239 1096175  735814 1095808  711234 1079655   276391   561663 1092047  1100873
           65536    8192  297826  681474  1090686  1099028 1093285  745514 1097444  648294 1084404   291223   594916 1093432  1101724
           65536   16384  297739  694360  1071060  1082116 1086723  729473 1082990  563843 1072757   322848   663676 1081630  1092537
          131072       4  292315  706115  1420081  1475039 1199272  663880 1259775 1203235 1196883   294521   674404 1390770  1428219
          131072       8  320196  767844  1685551  1733065 1502135  765799 1530676 1563935 1493849   310373   736301 1638969  1689202
          131072      16  328193  807202  1865926  1907696 1741917  837120 1766614 1678198 1744836   318312   763373 1813263  1860867
          131072      32  330592  829359  1930425  1976679 1859225  888322 1891315 1824093 1855673   319073   766781 1928015  1972049
          131072      64  332939  819517  1858332  1888288 1839658  887474 1856067 1450184 1842266   320148   756814 1829970  1866642
          131072     128  330904  824580  1842525  1880923 1860603  889662 1862955 1617415 1856832   320097   760705 1850937  1887179
          131072     256  334696  827736  1852658  1884979 1856625  891617 1859042 1621034 1851560   295794   698923 1893367  1917404
          131072     512  318710  729759  1365046  1379677 1370443  783754 1372986 1084915 1370231   278166   565197 1377589  1388620
          131072    1024  306222  681849  1097663  1105708 1100603  737486 1102446  767624 1101252   272174   535005 1096597  1103865
          131072    2048  308477  684770  1088123  1098608 1097451  739771 1097019  751495 1095471   273157   540037 1097129  1105068
          131072    4096  309175  680183  1088440  1098472 1098187  736140 1096927  730100 1095360   278063   549324 1078843  1090541
          131072    8192  309210  687630  1096820  1104229 1104721  734934 1103318  707400 1083329   284770   563384 1092222  1100493
          131072   16384  309527  691388  1081800  1092194 1094538  741281 1091502  649530 1084485   299050   594016 1094967  1103783

iozone test complete.
