0.5641613950377735	9.435838604962225	-2.875	0.807391603042548
0.7243975703425145	9.275602429657484	-2.625	0.8188748873760924
0.9301448921066349	9.069855107893366	-2.375	0.8261282602948301
1.1943296826671963	8.805670317332805	-2.125	0.8275252491616149
1.5335496684492846	8.466450331550716	-1.875	0.820903107467287
1.9691167520419406	8.03088324795806	-1.625	0.8033883866573323
2.5283959580474646	7.471604041952538	-1.375	0.7711658482646909
3.2465246735834974	6.753475326416503	-1.125	0.7191723138871815
4.168620196785084	5.831379803214916	-0.875	0.6406910737008303
5.352614285189903	4.814675781699997	-0.625	0.5457780870064811
6.872892787909722	3.140521294906872	-0.375	0.36730132299850526
8.824969025845954	2.128256323523599	-0.125	0.25681263393130477
11.331484530668263	1.2851559387348743	0.125	0.16
14.549914146182012	0.38925495228327645	0.375	0.05
18.682459574322223	0.37727883643745497	0.625	0.05
23.98875293967098	0.07313423738794922	0.875	0.01
30.80216848918031	0.0	1.125	0.0
39.550767229205775	0.0	1.375	0.0
50.78419037180082	0.0	1.625	0.0
65.20819120330113	0.0	1.875	0.0
